# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample03.txt	google	resnik	0.2	0.1	0.612903	6.215
sample03.txt	yandex	resnik	0.2	0.1	0.709677	6.717
sample03.txt	yandex	shortest_path	0.2	0.1	0.709677	6.978
sample03.txt	google	sussna	0.2	0.2	0.768667	0.145
sample03.txt	google	leacock-chodorow	0.2	0.2	0.612903	0.179
sample03.txt	google	wu-palmer	0.2	0.2	0.612903	0.18
sample03.txt	yandex	leacock-chodorow	0.2	0.2	0.709677	0.235
sample03.txt	yandex	sussna	0.2	0.2	0.769559	0.294
sample03.txt	yandex	wu-palmer	0.2	0.2	0.709677	0.351
sample03.txt	google	lin	0.2	0.2	0.612903	1.967
sample03.txt	yandex	lin	0.2	0.2	0.709677	3.088
sample03.txt	yandex	jiang-conrath	0.2	0.2	0.709677	3.552
sample03.txt	google	jiang-conrath	0.2	0.2	0.612903	4.071
sample03.txt	google	shortest_path	0.2	0.2	0.612903	5.601
sample03.txt	google	resnik	0.2	0.2	0.612903	5.651
sample03.txt	yandex	resnik	0.2	0.2	0.709677	6.663
sample03.txt	yandex	shortest_path	0.2	0.2	0.709677	6.904
sample03.txt	google	leacock-chodorow	0.2	0.3	0.612903	0.165
sample03.txt	google	sussna	0.2	0.3	0.768667	0.253
sample03.txt	google	wu-palmer	0.2	0.3	0.612903	0.302
sample03.txt	yandex	wu-palmer	0.2	0.3	0.709677	0.236
sample03.txt	yandex	leacock-chodorow	0.2	0.3	0.709677	0.222
sample03.txt	yandex	sussna	0.2	0.3	0.769559	0.357
sample03.txt	google	lin	0.2	0.3	0.612903	1.654
sample03.txt	google	jiang-conrath	0.2	0.3	0.612903	2.998
sample03.txt	yandex	lin	0.2	0.3	0.709677	3.195
sample03.txt	yandex	resnik	0.2	0.3	0.709677	5.256
sample03.txt	yandex	jiang-conrath	0.2	0.3	0.709677	5.513
sample03.txt	google	shortest_path	0.2	0.3	0.612903	5.982
sample03.txt	yandex	shortest_path	0.2	0.3	0.709677	6.538
sample03.txt	google	resnik	0.2	0.3	0.612903	7.252
sample03.txt	google	leacock-chodorow	0.2	0.4	0.612903	0.189
sample03.txt	google	wu-palmer	0.2	0.4	0.612903	0.268
sample03.txt	google	sussna	0.2	0.4	0.768667	0.266
sample03.txt	yandex	sussna	0.2	0.4	0.769559	0.359
sample03.txt	yandex	leacock-chodorow	0.2	0.4	0.709677	0.319
sample03.txt	yandex	wu-palmer	0.2	0.4	0.709677	0.384
sample03.txt	google	lin	0.2	0.4	0.612903	1.93
sample03.txt	yandex	lin	0.2	0.4	0.709677	3.502
sample03.txt	google	jiang-conrath	0.2	0.4	0.612903	4.03
sample03.txt	yandex	jiang-conrath	0.2	0.4	0.709677	4.083
sample03.txt	google	resnik	0.2	0.4	0.612903	6.417
sample03.txt	google	shortest_path	0.2	0.4	0.612903	6.523
sample03.txt	yandex	shortest_path	0.2	0.4	0.709677	6.831
sample03.txt	yandex	resnik	0.2	0.4	0.709677	7.064
sample03.txt	google	wu-palmer	0.2	0.5	0.612903	0.141
sample03.txt	google	sussna	0.2	0.5	0.768667	0.21
sample03.txt	google	leacock-chodorow	0.2	0.5	0.612903	0.212
